hex_id,stat,utci_present,utci_2050,utci_2090
6995,typical_day_mean_utci,32.31,33.76,34.93
7103,typical_day_mean_utci,30.53,31.97,33.07
6996,typical_day_mean_utci,31.07,32.52,33.65
7210,typical_day_mean_utci,30.62,32.06,33.16
7104,typical_day_mean_utci,30.06,31.51,32.6
6997,typical_day_mean_utci,30.45,31.89,32.99
7211,typical_day_mean_utci,30.0,31.45,32.55
7105,typical_day_mean_utci,30.12,31.57,32.69
5383,typical_day_mean_utci,33.38,34.83,36.07
5276,typical_day_mean_utci,32.46,33.91,35.1
5170,typical_day_mean_utci,33.52,34.98,36.25
5384,typical_day_mean_utci,33.27,34.72,35.95
5277,typical_day_mean_utci,33.15,34.61,35.84
5171,typical_day_mean_utci,33.65,35.1,36.35
5385,typical_day_mean_utci,31.11,32.56,33.7
5278,typical_day_mean_utci,32.89,34.34,35.55
5172,typical_day_mean_utci,33.44,34.89,36.13
5386,typical_day_mean_utci,32.16,33.61,34.8
4848,typical_day_mean_utci,33.32,34.77,36.02
4956,typical_day_mean_utci,32.23,33.68,34.87
5063,typical_day_mean_utci,32.81,34.26,35.47
4849,typical_day_mean_utci,33.47,34.92,36.15
4957,typical_day_mean_utci,32.44,33.88,35.08
5064,typical_day_mean_utci,33.14,34.59,35.84
4850,typical_day_mean_utci,30.94,32.37,33.49
4958,typical_day_mean_utci,32.18,33.62,34.79
5065,typical_day_mean_utci,33.27,34.72,35.93
4851,typical_day_mean_utci,32.32,33.76,34.95
5704,typical_day_mean_utci,32.17,33.61,34.78
5490,typical_day_mean_utci,32.25,33.69,34.86
5598,typical_day_mean_utci,31.97,33.41,34.58
5705,typical_day_mean_utci,32.52,33.96,35.14
5491,typical_day_mean_utci,32.06,33.5,34.67
5599,typical_day_mean_utci,31.81,33.25,34.41
5492,typical_day_mean_utci,32.14,33.58,34.75
5706,typical_day_mean_utci,32.08,33.53,34.69
5600,typical_day_mean_utci,32.4,33.85,35.03
5707,typical_day_mean_utci,32.28,33.74,34.93
5493,typical_day_mean_utci,31.32,32.76,33.9
5601,typical_day_mean_utci,31.13,32.59,33.72
5708,typical_day_mean_utci,32.94,34.39,35.6
5494,typical_day_mean_utci,31.99,33.45,34.62
5602,typical_day_mean_utci,32.76,34.21,35.4
5709,typical_day_mean_utci,33.47,34.92,36.16
5495,typical_day_mean_utci,31.64,33.1,34.27
5603,typical_day_mean_utci,32.72,34.16,35.37
5710,typical_day_mean_utci,33.21,34.66,35.9
5496,typical_day_mean_utci,31.09,32.55,33.69
5279,typical_day_mean_utci,32.7,34.15,35.35
5173,typical_day_mean_utci,33.26,34.71,35.95
5387,typical_day_mean_utci,32.66,34.1,35.31
5280,typical_day_mean_utci,30.64,32.08,33.19
5388,typical_day_mean_utci,30.96,32.4,33.52
5174,typical_day_mean_utci,32.19,33.64,34.81
5281,typical_day_mean_utci,31.53,32.98,34.12
5389,typical_day_mean_utci,31.34,32.8,33.96
5175,typical_day_mean_utci,32.52,33.97,35.17
5282,typical_day_mean_utci,30.86,32.32,33.46
4959,typical_day_mean_utci,32.74,34.19,35.42
5066,typical_day_mean_utci,33.51,34.97,36.21
